 4911 scp	Changed stat   /private/var/root/out.exec	
 4963 xpcproxy	Created        /private/var/tmp/cy-tnXCsU.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-tnXCsU.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-tnXCsU.dylib	
 4963 xpcproxy	Created        /private/var/tmp/cy-xoQwdR.dylib	
 4963 xpcproxy	Deleted        /private/var/tmp/cy-xoQwdR.dylib	
 4963 xpcproxy	Modified       /private/var/tmp/cy-xoQwdR.dylib	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj9A94A79D9	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj9A94A79D9	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj9A94A79D9	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj3B3E13919	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj3B3E13919	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj3B3E13919	
  709 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.ZxESs1	
  709 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.ZxESs1	
  709 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.ZxESs1	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.fgke6N	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.fgke6N	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.fgke6N	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  721 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TVJwHE	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  482 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	
  482 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.JOPOPHq	/private/var/mobile/Library/Preferences/com.apple.WebUI.plist 
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TVJwHE	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TVJwHE	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.DZujZV	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.DZujZV	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.DZujZV	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
 4924 medialibraryd	Changed stat   /private/var/mobile/Media/iTunes_Control/iTunes/MediaLibrary.sqlitedb-shm	
  709 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.O5tQ5p	
  721 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  709 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.O5tQ5p	
  709 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.O5tQ5p	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.1ZOUmV	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.1ZOUmV	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.1ZOUmV	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  482 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  482 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.WebUI.plist.Z1sZO4n	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.lwWKTH	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.lwWKTH	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.lwWKTH	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.BWHKKR	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.BWHKKR	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.BWHKKR	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  709 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.AyHsx2	
  709 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.AyHsx2	
  709 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.AyHsx2	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.IHfB5a	
  721 keybagd	Deleted        /private/var/keybags/systembag.kb	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.IHfB5a	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.IHfB5a	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  721 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.Xp6dIH	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.Xp6dIH	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.Xp6dIH	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.k6dTHn	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.k6dTHn	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.k6dTHn	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  721 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  709 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.32KY0y	
  709 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.32KY0y	
  709 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.32KY0y	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TeMuFX	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TeMuFX	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.TeMuFX	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  721 keybagd	Deleted        /private/var/keybags/systembag.kb	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  721 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.yHKNPh	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.yHKNPh	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.yHKNPh	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.WfwH18	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.WfwH18	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.WfwH18	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  721 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  709 profiled	Created        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.HwfE4H	
  721 keybagd	Deleted        /private/var/keybags/systembag.kb	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  721 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  709 profiled	Modified       /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.HwfE4H	
  709 profiled	Renamed        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/.dat.nosync02c5.HwfE4H	/private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles/Library/ConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.PX8qEo	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.PX8qEo	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.PX8qEo	/private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/UserSettings.plist	
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.ghUEt8	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.ghUEt8	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/.dat.nosync02c5.ghUEt8	/private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/EffectiveUserSettings.plist	
  721 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
  709 profiled	Created        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.1GUFP9	
  709 profiled	Modified       /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.1GUFP9	
  709 profiled	Renamed        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/.dat.nosync02c5.1GUFP9	/private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist 
  709 profiled	Chowned        /private/var/mobile/Library/UserConfigurationProfiles/PublicInfo/PublicEffectiveUserSettings.plist	
  721 keybagd	Deleted        /private/var/keybags/systembag.kb	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
  721 keybagd	Created        /private/var/keybags/systembag.kb.writing	
  721 keybagd	Modified       /private/var/keybags/systembag.kb.writing	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.writing	/private/var/keybags/systembag.kb.new 
 4966 xpcproxy	Created        /private/var/tmp/cy-ngb58Y.dylib	
 4966 xpcproxy	Deleted        /private/var/tmp/cy-ngb58Y.dylib	
 4966 xpcproxy	Modified       /private/var/tmp/cy-ngb58Y.dylib	
 4966 xpcproxy	Created        /private/var/tmp/cy-kw20n2.dylib	
 4966 xpcproxy	Deleted        /private/var/tmp/cy-kw20n2.dylib	
 4966 xpcproxy	Modified       /private/var/tmp/cy-kw20n2.dylib	
  721 keybagd	Deleted        /private/var/keybags/systembag.kb	
  721 keybagd	Renamed        /private/var/keybags/systembag.kb.new	/private/var/keybags/systembag.kb 
 4966 replayd	Created        /private/var/tmp/cy-3dkFAA.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-3dkFAA.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-3dkFAA.dylib	
 4966 replayd	Created        /private/var/tmp/cy-YcQExz.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-YcQExz.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-YcQExz.dylib	
 4966 replayd	Created        /private/var/tmp/cy-AjfvTr.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-AjfvTr.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-AjfvTr.dylib	
 4966 replayd	Created        /private/var/tmp/cy-b1iJxZ.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-b1iJxZ.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-b1iJxZ.dylib	
 4966 replayd	Created        /private/var/tmp/cy-u29ptY.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-u29ptY.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-u29ptY.dylib	
 4966 replayd	Created        /private/var/tmp/cy-1NaSO8.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-1NaSO8.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-1NaSO8.dylib	
 4966 replayd	Created        /private/var/tmp/cy-WpdAuR.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-WpdAuR.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-WpdAuR.dylib	
 4966 replayd	Created        /private/var/tmp/cy-Hf2LI7.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-Hf2LI7.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-Hf2LI7.dylib	
 4966 replayd	Created        /private/var/tmp/cy-QZUZ7I.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-QZUZ7I.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-QZUZ7I.dylib	
 4966 replayd	Created        /private/var/tmp/cy-QKOsbl.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-QKOsbl.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-QKOsbl.dylib	
 4966 replayd	Created        /private/var/tmp/cy-uGxZpD.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-uGxZpD.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-uGxZpD.dylib	
 4966 replayd	Created        /private/var/tmp/cy-ZTHMtF.dylib	
 4966 replayd	Deleted        /private/var/tmp/cy-ZTHMtF.dylib	
 4966 replayd	Modified       /private/var/tmp/cy-ZTHMtF.dylib	
 4960 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj61D158955	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj61D158955	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj61D158955	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj605C07981	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj605C07981	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj605C07981	
 4812 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj63A3369A5	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj63A3369A5	
 4812 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj63A3369A5	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-wal	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
 4812 itunesstored	Modified       /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb	
 4812 itunesstored	Modified       /private/var/mobile/Library/Logs/CrashReporter/com.apple.itunesstored/itunesstored.log	
  697 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-wal	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
4 0
    0 kernel_task	Modified       /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 4960 ReportCrash	Created        /private/var/mobile/Library/Logs/CrashReporter/.itunesstored-2018-11-01-110232.ips	
 4960 ReportCrash	Changed xattr  /private/var/mobile/Library/Logs/CrashReporter/.itunesstored-2018-11-01-110232.ips	
 4960 ReportCrash	Modified       /private/var/mobile/Library/Logs/CrashReporter/.itunesstored-2018-11-01-110232.ips	
 4960 ReportCrash	Renamed        /private/var/mobile/Library/Logs/CrashReporter/.itunesstored-2018-11-01-110232.ips	/private/var/mobile/Library/Logs/CrashReporter/itunesstored-2018-11-01-110232.ips 
 4960 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 4969 xpcproxy	Created        /private/var/tmp/cy-JsBKnb.dylib	
 4969 xpcproxy	Deleted        /private/var/tmp/cy-JsBKnb.dylib	
 4969 xpcproxy	Modified       /private/var/tmp/cy-JsBKnb.dylib	
 4969 xpcproxy	Created        /private/var/tmp/cy-ujfBHS.dylib	
 4969 xpcproxy	Deleted        /private/var/tmp/cy-ujfBHS.dylib	
 4969 xpcproxy	Modified       /private/var/tmp/cy-ujfBHS.dylib	
  697 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db	
  697 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-wal	
  697 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  697 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db	
  697 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  697 nsurlstoraged	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
  697 nsurlstoraged	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/Cache.db-shm	
 4969 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC88C9C9A4	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC88C9C9A4	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjC88C9C9A4	
 4969 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/updates.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj503FFA9C7	
 4969 itunesstored	Changed stat   /private/var/mobile/Library/Caches/com.apple.storeServices.analytics/eventsTable_v1/eventsTable_v1.db-shm	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj503FFA9C7	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj503FFA9C7	
 4969 itunesstored	Created        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Modified       /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Library/com.apple.itunesstored/kvs.sqlitedb-journal	
 4969 itunesstored	Changed stat   /private/var/mobile/Library/Caches/com.apple.itunesstored/url-resolution.plist	
 4969 itunesstored	Modified       /private/var/mobile/Library/Caches/com.apple.itunesstored/url-resolution.plist	
 4969 itunesstored	Changed stat   /private/var/mobile/Library/com.apple.itunesstored/itunesstored_private.sqlitedb-shm	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjECDA809B6	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjECDA809B6	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjECDA809B6	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjB99E5D95B	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjB99E5D95B	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjB99E5D95B	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj78B24C946	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj78B24C946	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj78B24C946	
 4969 itunesstored	Changed stat   /private/var/mobile/Library/com.apple.itunesstored/play_activity.sqlitedb-shm	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6F005C952	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6F005C952	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj6F005C952	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjCD71F09EC	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjCD71F09EC	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjCD71F09EC	
 4969 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 4969 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
